WWR,Tvis,N_aletas,angulo,largura,direcao,UDI
0.1,0.1,8,0,0.1,45,14.6
0.1,295,8,0,0.1,45,38.6
0.1,0.49,8,0,0.1,45,51.4
0.1,685,8,0,0.1,45,60
0.1,0.88,8,0,0.1,45,68.1
0.1,0.1,8,22.25,0.1,45,16
0.1,295,8,22.25,0.1,45,38.6
0.1,0.49,8,22.25,0.1,45,51.7
0.1,685,8,22.25,0.1,45,60.8
0.1,0.88,8,22.25,0.1,45,67.9
0.1,0.1,8,44.5,0.1,45,15.1
0.1,295,8,44.5,0.1,45,38.3
0.1,0.49,8,44.5,0.1,45,52
0.1,685,8,44.5,0.1,45,59
0.1,0.88,8,44.5,0.1,45,68
0.1,0.1,8,66.75,0.1,45,14.4
0.1,295,8,66.75,0.1,45,37.4
0.1,0.49,8,66.75,0.1,45,50.6
0.1,685,8,66.75,0.1,45,57.9
0.1,0.88,8,66.75,0.1,45,65
0.1,0.1,8,89,0.1,45,13.3
0.1,295,8,89,0.1,45,35.7
0.1,0.49,8,89,0.1,45,48.9
0.1,685,8,89,0.1,45,56.1
0.1,0.88,8,89,0.1,45,64.5
0.1,0.1,8,0,0.1,67.5,15.1
0.1,295,8,0,0.1,67.5,38
0.1,0.49,8,0,0.1,67.5,51.3
0.1,685,8,0,0.1,67.5,59.8
0.1,0.88,8,0,0.1,67.5,67.4
0.1,0.1,8,22.25,0.1,67.5,15.8
0.1,295,8,22.25,0.1,67.5,38.4
0.1,0.49,8,22.25,0.1,67.5,51.5
0.1,685,8,22.25,0.1,67.5,60.9
0.1,0.88,8,22.25,0.1,67.5,67
0.1,0.1,8,44.5,0.1,67.5,15.1
0.1,295,8,44.5,0.1,67.5,38.3
0.1,0.49,8,44.5,0.1,67.5,51.4
0.1,685,8,44.5,0.1,67.5,59.7
0.1,0.88,8,44.5,0.1,67.5,66.6
0.1,0.1,8,66.75,0.1,67.5,14.2
0.1,295,8,66.75,0.1,67.5,36.9
0.1,0.49,8,66.75,0.1,67.5,49.9
0.1,685,8,66.75,0.1,67.5,57.1
0.1,0.88,8,66.75,0.1,67.5,65.9
0.1,0.1,8,89,0.1,67.5,13.5
0.1,295,8,89,0.1,67.5,35.2
0.1,0.49,8,89,0.1,67.5,49.6
0.1,685,8,89,0.1,67.5,56.4
0.1,0.88,8,89,0.1,67.5,64.1
0.1,0.1,8,0,0.1,90,15.1
0.1,295,8,0,0.1,90,37.7
0.1,0.49,8,0,0.1,90,51.1
0.1,685,8,0,0.1,90,59
0.1,0.88,8,0,0.1,90,66.8
0.1,0.1,8,22.25,0.1,90,15.2
0.1,295,8,22.25,0.1,90,37.7
0.1,0.49,8,22.25,0.1,90,50.7
0.1,685,8,22.25,0.1,90,58.8
0.1,0.88,8,22.25,0.1,90,67.6
0.1,0.1,8,44.5,0.1,90,14.2
0.1,295,8,44.5,0.1,90,37.1
0.1,0.49,8,44.5,0.1,90,50.7
0.1,685,8,44.5,0.1,90,58.5
0.1,0.88,8,44.5,0.1,90,65.3
0.1,0.1,8,66.75,0.1,90,13.6
0.1,295,8,66.75,0.1,90,35.9
0.1,0.49,8,66.75,0.1,90,50.4
0.1,685,8,66.75,0.1,90,57
0.1,0.88,8,66.75,0.1,90,65.7
0.1,0.1,8,89,0.1,90,13.3
0.1,295,8,89,0.1,90,35.6
0.1,0.49,8,89,0.1,90,48.4
0.1,685,8,89,0.1,90,55.7
0.1,0.88,8,89,0.1,90,64.3
0.1,0.1,8,0,0.1,112.5,15.5
0.1,295,8,0,0.1,112.5,38.4
0.1,0.49,8,0,0.1,112.5,51.3
0.1,685,8,0,0.1,112.5,59.2
0.1,0.88,8,0,0.1,112.5,68.5
0.1,0.1,8,22.25,0.1,112.5,15
0.1,295,8,22.25,0.1,112.5,37.6
0.1,0.49,8,22.25,0.1,112.5,51.3
0.1,685,8,22.25,0.1,112.5,58.6
0.1,0.88,8,22.25,0.1,112.5,67
0.1,0.1,8,44.5,0.1,112.5,13.8
0.1,295,8,44.5,0.1,112.5,36.7
0.1,0.49,8,44.5,0.1,112.5,49.9
0.1,685,8,44.5,0.1,112.5,57.3
0.1,0.88,8,44.5,0.1,112.5,65.5
0.1,0.1,8,66.75,0.1,112.5,14.4
0.1,295,8,66.75,0.1,112.5,35.8
0.1,0.49,8,66.75,0.1,112.5,49.7
0.1,685,8,66.75,0.1,112.5,56.4
0.1,0.88,8,66.75,0.1,112.5,65
0.1,0.1,8,89,0.1,112.5,14
0.1,295,8,89,0.1,112.5,35.5
0.1,0.49,8,89,0.1,112.5,49.5
0.1,685,8,89,0.1,112.5,56.3
0.1,0.88,8,89,0.1,112.5,64.4
0.1,0.1,8,0,0.1,135,15.2
0.1,295,8,0,0.1,135,38.3
0.1,0.49,8,0,0.1,135,51.3
0.1,685,8,0,0.1,135,61
0.1,0.88,8,0,0.1,135,67.3
0.1,0.1,8,22.25,0.1,135,14.3
0.1,295,8,22.25,0.1,135,37.1
0.1,0.49,8,22.25,0.1,135,50.9
0.1,685,8,22.25,0.1,135,58.8
0.1,0.88,8,22.25,0.1,135,67.7
0.1,0.1,8,44.5,0.1,135,13.5
0.1,295,8,44.5,0.1,135,36
0.1,0.49,8,44.5,0.1,135,49.7
0.1,685,8,44.5,0.1,135,57.8
0.1,0.88,8,44.5,0.1,135,65.9
0.1,0.1,8,66.75,0.1,135,13.3
0.1,295,8,66.75,0.1,135,35.7
0.1,0.49,8,66.75,0.1,135,49.3
0.1,685,8,66.75,0.1,135,56.7
0.1,0.88,8,66.75,0.1,135,64.2
0.1,0.1,8,89,0.1,135,13.4
0.1,295,8,89,0.1,135,35.3
0.1,0.49,8,89,0.1,135,49.8
0.1,685,8,89,0.1,135,55.9
0.1,0.88,8,89,0.1,135,64.9
0.1,0.1,8,0,0.1,157.5,14.6
0.1,295,8,0,0.1,157.5,38
0.1,0.49,8,0,0.1,157.5,51.5
0.1,685,8,0,0.1,157.5,59.8
0.1,0.88,8,0,0.1,157.5,67.9
0.1,0.1,8,22.25,0.1,157.5,13.6
0.1,295,8,22.25,0.1,157.5,37
0.1,0.49,8,22.25,0.1,157.5,50.5
0.1,685,8,22.25,0.1,157.5,58.6
0.1,0.88,8,22.25,0.1,157.5,68.5
0.1,0.1,8,44.5,0.1,157.5,13.4
0.1,295,8,44.5,0.1,157.5,35.4
0.1,0.49,8,44.5,0.1,157.5,49.6
0.1,685,8,44.5,0.1,157.5,56.5
0.1,0.88,8,44.5,0.1,157.5,64.5
0.1,0.1,8,66.75,0.1,157.5,12.8
0.1,295,8,66.75,0.1,157.5,35.2
0.1,0.49,8,66.75,0.1,157.5,48.4
0.1,685,8,66.75,0.1,157.5,56.4
0.1,0.88,8,66.75,0.1,157.5,64
0.1,0.1,8,89,0.1,157.5,13.8
0.1,295,8,89,0.1,157.5,35.4
0.1,0.49,8,89,0.1,157.5,48.9
0.1,685,8,89,0.1,157.5,55.7
0.1,0.88,8,89,0.1,157.5,66.2
0.1,0.1,8,0,375,0,7
0.1,295,8,0,375,0,28
0.1,0.49,8,0,375,0,44.2
0.1,685,8,0,375,0,53.5
0.1,0.88,8,0,375,0,63.8
0.1,0.1,8,22.25,375,0,12.8
0.1,295,8,22.25,375,0,35.7
0.1,0.49,8,22.25,375,0,50.2
0.1,685,8,22.25,375,0,56.9
0.1,0.88,8,22.25,375,0,65.1
0.1,0.1,8,44.5,375,0,14.7
0.1,295,8,44.5,375,0,35.2
0.1,0.49,8,44.5,375,0,47.6
0.1,685,8,44.5,375,0,54.4
0.1,0.88,8,44.5,375,0,58.8
0.1,0.1,8,66.75,375,0,10.1
0.1,295,8,66.75,375,0,27.4
0.1,0.49,8,66.75,375,0,39.7
0.1,685,8,66.75,375,0,47.3
0.1,0.88,8,66.75,375,0,53.6
0.1,0.1,8,89,375,0,2.2
0.1,295,8,89,375,0,11.6
0.1,0.49,8,89,375,0,20.5
0.1,685,8,89,375,0,28.6
0.1,0.88,8,89,375,0,34.7
0.1,0.1,8,0,375,22.5,8.2
0.1,295,8,0,375,22.5,29.3
0.1,0.49,8,0,375,22.5,45.3
0.1,685,8,0,375,22.5,54.5
0.1,0.88,8,0,375,22.5,62.6
0.1,0.1,8,22.25,375,22.5,13.2
0.1,295,8,22.25,375,22.5,35.1
0.1,0.49,8,22.25,375,22.5,48.8
0.1,685,8,22.25,375,22.5,55.8
0.1,0.88,8,22.25,375,22.5,63.3
0.1,0.1,8,44.5,375,22.5,14.1
0.1,295,8,44.5,375,22.5,34.5
0.1,0.49,8,44.5,375,22.5,46.8
0.1,685,8,44.5,375,22.5,53.2
0.1,0.88,8,44.5,375,22.5,58
0.1,0.1,8,66.75,375,22.5,10
0.1,295,8,66.75,375,22.5,26.4
0.1,0.49,8,66.75,375,22.5,38.8
0.1,685,8,66.75,375,22.5,47.3
0.1,0.88,8,66.75,375,22.5,53.4
0.1,0.1,8,89,375,22.5,2.8
0.1,295,8,89,375,22.5,11.5
0.1,0.49,8,89,375,22.5,19.8
0.1,685,8,89,375,22.5,26.8
0.1,0.88,8,89,375,22.5,34.1
0.1,0.1,8,0,375,45,9.5
0.1,295,8,0,375,45,30.7
0.1,0.49,8,0,375,45,45.7
0.1,685,8,0,375,45,53.4
0.1,0.88,8,0,375,45,60
0.1,0.1,8,22.25,375,45,13
0.1,295,8,22.25,375,45,34
0.1,0.49,8,22.25,375,45,47.6
0.1,685,8,22.25,375,45,55
0.1,0.88,8,22.25,375,45,61.6
0.1,0.1,8,44.5,375,45,13.6
0.1,295,8,44.5,375,45,32.3
0.1,0.49,8,44.5,375,45,44.6
0.1,685,8,44.5,375,45,52.4
0.1,0.88,8,44.5,375,45,57.1
0.1,0.1,8,66.75,375,45,8.5
0.1,295,8,66.75,375,45,24.8
0.1,0.49,8,66.75,375,45,38.1
0.1,685,8,66.75,375,45,47.2
0.1,0.88,8,66.75,375,45,52.9
0.1,0.1,8,89,375,45,2.1
0.1,295,8,89,375,45,11.2
0.1,0.49,8,89,375,45,20.8
0.1,685,8,89,375,45,27.1
0.1,0.88,8,89,375,45,34.1
0.1,0.1,8,0,375,67.5,12.9
0.1,295,8,0,375,67.5,32.5
0.1,0.49,8,0,375,67.5,44.4
0.1,685,8,0,375,67.5,52.9
0.1,0.88,8,0,375,67.5,60.2
0.1,0.1,8,22.25,375,67.5,12.6
0.1,295,8,22.25,375,67.5,33.3
0.1,0.49,8,22.25,375,67.5,45.4
0.1,685,8,22.25,375,67.5,52.3
0.1,0.88,8,22.25,375,67.5,58.1
0.1,0.1,8,44.5,375,67.5,11.8
0.1,295,8,44.5,375,67.5,29.9
0.1,0.49,8,44.5,375,67.5,42.5
0.1,685,8,44.5,375,67.5,50.9
0.1,0.88,8,44.5,375,67.5,55
0.1,0.1,8,66.75,375,67.5,6.9
0.1,295,8,66.75,375,67.5,23
0.1,0.49,8,66.75,375,67.5,35.2
0.1,685,8,66.75,375,67.5,43.7
0.1,0.88,8,66.75,375,67.5,50.6
0.1,0.1,8,89,375,67.5,2.7
0.1,295,8,89,375,67.5,10.9
0.1,0.49,8,89,375,67.5,20.4
0.1,685,8,89,375,67.5,26.7
0.1,0.88,8,89,375,67.5,33.3
0.1,0.1,8,0,375,90,12.6
0.1,295,8,0,375,90,32.3
0.1,0.49,8,0,375,90,45.2
0.1,685,8,0,375,90,54
0.1,0.88,8,0,375,90,59.9
0.1,0.1,8,22.25,375,90,12
0.1,295,8,22.25,375,90,31
0.1,0.49,8,22.25,375,90,44.5
0.1,685,8,22.25,375,90,51.5
0.1,0.88,8,22.25,375,90,58.5
0.1,0.1,8,44.5,375,90,8.9
0.1,295,8,44.5,375,90,26.8
0.1,0.49,8,44.5,375,90,39.9
0.1,685,8,44.5,375,90,48.9
0.1,0.88,8,44.5,375,90,55
0.1,0.1,8,66.75,375,90,5.8
0.1,295,8,66.75,375,90,19.2
0.1,0.49,8,66.75,375,90,31.9
0.1,685,8,66.75,375,90,41.1
0.1,0.88,8,66.75,375,90,48.7
0.1,0.1,8,89,375,90,2.6
0.1,295,8,89,375,90,11.1
0.1,0.49,8,89,375,90,18.9
0.1,685,8,89,375,90,26.4
0.1,0.88,8,89,375,90,33.2
0.1,0.1,8,0,375,112.5,13.5
0.1,295,8,0,375,112.5,32.9
0.1,0.49,8,0,375,112.5,45.6
0.1,685,8,0,375,112.5,52.9
0.1,0.88,8,0,375,112.5,60.8
0.1,0.1,8,22.25,375,112.5,10.1
0.1,295,8,22.25,375,112.5,29
0.1,0.49,8,22.25,375,112.5,42.2
0.1,685,8,22.25,375,112.5,49.9
0.1,0.88,8,22.25,375,112.5,57.8
0.1,0.1,8,44.5,375,112.5,6.7
0.1,295,8,44.5,375,112.5,22.9
0.1,0.49,8,44.5,375,112.5,36.8
0.1,685,8,44.5,375,112.5,45.9
0.1,0.88,8,44.5,375,112.5,53.2
0.1,0.1,8,66.75,375,112.5,3.7
0.1,295,8,66.75,375,112.5,14.9
0.1,0.49,8,66.75,375,112.5,28.2
0.1,685,8,66.75,375,112.5,38.3
0.1,0.88,8,66.75,375,112.5,45.6
0.1,0.1,8,89,375,112.5,2.1
0.1,295,8,89,375,112.5,10.3
0.1,0.49,8,89,375,112.5,18.6
0.1,685,8,89,375,112.5,26.5
0.1,0.88,8,89,375,112.5,32.6
0.1,0.1,8,0,375,135,10.8
0.1,295,8,0,375,135,31.1
0.1,0.49,8,0,375,135,46
0.1,685,8,0,375,135,53.9
0.1,0.88,8,0,375,135,61.5
0.1,0.1,8,22.25,375,135,7.4
0.1,295,8,22.25,375,135,26.3
0.1,0.49,8,22.25,375,135,40.2
0.1,685,8,22.25,375,135,50
0.1,0.88,8,22.25,375,135,57.5
0.1,0.1,8,44.5,375,135,3.9
0.1,295,8,44.5,375,135,18.8
0.1,0.49,8,44.5,375,135,33.4
0.1,685,8,44.5,375,135,43.2
0.1,0.88,8,44.5,375,135,51.7
0.1,0.1,8,66.75,375,135,1.4
0.1,295,8,66.75,375,135,13.2
0.1,0.49,8,66.75,375,135,24.1
0.1,685,8,66.75,375,135,36.3
0.1,0.88,8,66.75,375,135,42.2
0.1,0.1,8,89,375,135,1.1
0.1,295,8,89,375,135,10.4
0.1,0.49,8,89,375,135,17.6
0.1,685,8,89,375,135,26.2
0.1,0.88,8,89,375,135,32.8
0.1,0.1,8,0,375,157.5,8.9
0.1,295,8,0,375,157.5,29
0.1,0.49,8,0,375,157.5,45.9
0.1,685,8,0,375,157.5,55.2
0.1,0.88,8,0,375,157.5,61.5
0.1,0.1,8,22.25,375,157.5,4.4
0.1,295,8,22.25,375,157.5,22.4
0.1,0.49,8,22.25,375,157.5,37.2
0.1,685,8,22.25,375,157.5,49.5
0.1,0.88,8,22.25,375,157.5,56.9
0.1,0.1,8,44.5,375,157.5,1.4
0.1,295,8,44.5,375,157.5,15.3
0.1,0.49,8,44.5,375,157.5,31.7
0.1,685,8,44.5,375,157.5,40.6
0.1,0.88,8,44.5,375,157.5,48.6
0.1,0.1,8,66.75,375,157.5,0.5
0.1,295,8,66.75,375,157.5,10.8
0.1,0.49,8,66.75,375,157.5,22.5
0.1,685,8,66.75,375,157.5,33.5
0.1,0.88,8,66.75,375,157.5,40.3
0.1,0.1,8,89,375,157.5,0.9
0.1,295,8,89,375,157.5,10.3
0.1,0.49,8,89,375,157.5,18.2
0.1,685,8,89,375,157.5,25.7
0.1,0.88,8,89,375,157.5,32.5
0.1,0.1,8,0,0.65,0,1.4
0.1,295,8,0,0.65,0,17
0.1,0.49,8,0,0.65,0,30.2
0.1,685,8,0,0.65,0,44.9
0.1,0.88,8,0,0.65,0,53
0.1,0.1,8,22.25,0.65,0,9.3
0.1,295,8,22.25,0.65,0,29.6
0.1,0.49,8,22.25,0.65,0,45.5
0.1,685,8,22.25,0.65,0,53
0.1,0.88,8,22.25,0.65,0,59.1
0.1,0.1,8,44.5,0.65,0,12.7
0.1,295,8,44.5,0.65,0,30.7
0.1,0.49,8,44.5,0.65,0,42.9
0.1,685,8,44.5,0.65,0,47.4
0.1,0.88,8,44.5,0.65,0,51.9
0.1,0.1,8,66.75,0.65,0,3.9
0.1,295,8,66.75,0.65,0,15.5
0.1,0.49,8,66.75,0.65,0,24.9
0.1,685,8,66.75,0.65,0,32.5
0.1,0.88,8,66.75,0.65,0,39.7
0.1,0.1,8,89,0.65,0,0
0.1,295,8,89,0.65,0,1.4
0.1,0.49,8,89,0.65,0,6.1
0.1,685,8,89,0.65,0,9.5
0.1,0.88,8,89,0.65,0,13.9
0.1,0.1,8,0,0.65,22.5,2.8
0.1,295,8,0,0.65,22.5,19.5
0.1,0.49,8,0,0.65,22.5,35
0.1,685,8,0,0.65,22.5,46.6
0.1,0.88,8,0,0.65,22.5,54.7
0.1,0.1,8,22.25,0.65,22.5,10.4
0.1,295,8,22.25,0.65,22.5,29.3
0.1,0.49,8,22.25,0.65,22.5,44
0.1,685,8,22.25,0.65,22.5,51.6
0.1,0.88,8,22.25,0.65,22.5,57.5
0.1,0.1,8,44.5,0.65,22.5,11.9
0.1,295,8,44.5,0.65,22.5,28.8
0.1,0.49,8,44.5,0.65,22.5,41
0.1,685,8,44.5,0.65,22.5,47.8
0.1,0.88,8,44.5,0.65,22.5,51.5
0.1,0.1,8,66.75,0.65,22.5,4
0.1,295,8,66.75,0.65,22.5,15.2
0.1,0.49,8,66.75,0.65,22.5,24.6
0.1,685,8,66.75,0.65,22.5,32.7
0.1,0.88,8,66.75,0.65,22.5,38.9
0.1,0.1,8,89,0.65,22.5,0
0.1,295,8,89,0.65,22.5,4.4
0.1,0.49,8,89,0.65,22.5,6.8
0.1,685,8,89,0.65,22.5,9.6
0.1,0.88,8,89,0.65,22.5,12.4
0.1,0.1,8,0,0.65,45,7.5
0.1,295,8,0,0.65,45,23.3
0.1,0.49,8,0,0.65,45,38.2
0.1,685,8,0,0.65,45,46.9
0.1,0.88,8,0,0.65,45,53.4
0.1,0.1,8,22.25,0.65,45,10.9
0.1,295,8,22.25,0.65,45,29.3
0.1,0.49,8,22.25,0.65,45,41.1
0.1,685,8,22.25,0.65,45,49.2
0.1,0.88,8,22.25,0.65,45,54.5
0.1,0.1,8,44.5,0.65,45,10.9
0.1,295,8,44.5,0.65,45,26.6
0.1,0.49,8,44.5,0.65,45,38.1
0.1,685,8,44.5,0.65,45,45.2
0.1,0.88,8,44.5,0.65,45,50.8
0.1,0.1,8,66.75,0.65,45,3.2
0.1,295,8,66.75,0.65,45,12.4
0.1,0.49,8,66.75,0.65,45,23.9
0.1,685,8,66.75,0.65,45,30.5
0.1,0.88,8,66.75,0.65,45,37.8
0.1,0.1,8,89,0.65,45,0
0.1,295,8,89,0.65,45,4.1
0.1,0.49,8,89,0.65,45,6.2
0.1,685,8,89,0.65,45,9.1
0.1,0.88,8,89,0.65,45,12.9
0.1,0.1,8,0,0.65,67.5,10
0.1,295,8,0,0.65,67.5,26.7
0.1,0.49,8,0,0.65,67.5,38.9
0.1,685,8,0,0.65,67.5,47.7
0.1,0.88,8,0,0.65,67.5,53.3
0.1,0.1,8,22.25,0.65,67.5,10.3
0.1,295,8,22.25,0.65,67.5,28
0.1,0.49,8,22.25,0.65,67.5,39.7
0.1,685,8,22.25,0.65,67.5,46.4
0.1,0.88,8,22.25,0.65,67.5,51.5
0.1,0.1,8,44.5,0.65,67.5,8
0.1,295,8,44.5,0.65,67.5,23.2
0.1,0.49,8,44.5,0.65,67.5,34.2
0.1,685,8,44.5,0.65,67.5,42.5
0.1,0.88,8,44.5,0.65,67.5,49
0.1,0.1,8,66.75,0.65,67.5,2.3
0.1,295,8,66.75,0.65,67.5,9.5
0.1,0.49,8,66.75,0.65,67.5,20.2
0.1,685,8,66.75,0.65,67.5,28.9
0.1,0.88,8,66.75,0.65,67.5,34.5
0.1,0.1,8,89,0.65,67.5,0
0.1,295,8,89,0.65,67.5,4.4
0.1,0.49,8,89,0.65,67.5,7.3
0.1,685,8,89,0.65,67.5,9.6
0.1,0.88,8,89,0.65,67.5,12.8
0.1,0.1,8,0,0.65,90,9.8
0.1,295,8,0,0.65,90,27.1
0.1,0.49,8,0,0.65,90,39.3
0.1,685,8,0,0.65,90,46.7
0.1,0.88,8,0,0.65,90,52.5
0.1,0.1,8,22.25,0.65,90,9.1
0.1,295,8,22.25,0.65,90,25.1
0.1,0.49,8,22.25,0.65,90,36.8
0.1,685,8,22.25,0.65,90,45
0.1,0.88,8,22.25,0.65,90,50.6
0.1,0.1,8,44.5,0.65,90,6.1
0.1,295,8,44.5,0.65,90,17.4
0.1,0.49,8,44.5,0.65,90,30.3
0.1,685,8,44.5,0.65,90,39.2
0.1,0.88,8,44.5,0.65,90,45.3
0.1,0.1,8,66.75,0.65,90,0
0.1,295,8,66.75,0.65,90,8.3
0.1,0.49,8,66.75,0.65,90,13.7
0.1,685,8,66.75,0.65,90,23.3
0.1,0.88,8,66.75,0.65,90,30.5
0.1,0.1,8,89,0.65,90,0
0.1,295,8,89,0.65,90,4
0.1,0.49,8,89,0.65,90,6.1
0.1,685,8,89,0.65,90,9.2
0.1,0.88,8,89,0.65,90,12.1
0.1,0.1,8,0,0.65,112.5,9.3
0.1,295,8,0,0.65,112.5,26.6
0.1,0.49,8,0,0.65,112.5,38.6
0.1,685,8,0,0.65,112.5,46.2
0.1,0.88,8,0,0.65,112.5,53.3
0.1,0.1,8,22.25,0.65,112.5,7.1
0.1,295,8,22.25,0.65,112.5,21.6
0.1,0.49,8,22.25,0.65,112.5,34
0.1,685,8,22.25,0.65,112.5,42.9
0.1,0.88,8,22.25,0.65,112.5,50.1
0.1,0.1,8,44.5,0.65,112.5,1.8
0.1,295,8,44.5,0.65,112.5,11.1
0.1,0.49,8,44.5,0.65,112.5,23.2
0.1,685,8,44.5,0.65,112.5,33.8
0.1,0.88,8,44.5,0.65,112.5,41.5
0.1,0.1,8,66.75,0.65,112.5,0
0.1,295,8,66.75,0.65,112.5,4.6
0.1,0.49,8,66.75,0.65,112.5,9.1
0.1,685,8,66.75,0.65,112.5,15
0.1,0.88,8,66.75,0.65,112.5,25.6
0.1,0.1,8,89,0.65,112.5,0
0.1,295,8,89,0.65,112.5,3.9
0.1,0.49,8,89,0.65,112.5,6.1
0.1,685,8,89,0.65,112.5,8.9
0.1,0.88,8,89,0.65,112.5,11.8
0.1,0.1,8,0,0.65,135,7.9
0.1,295,8,0,0.65,135,25.5
0.1,0.49,8,0,0.65,135,38.6
0.1,685,8,0,0.65,135,48.1
0.1,0.88,8,0,0.65,135,54.2
0.1,0.1,8,22.25,0.65,135,2.3
0.1,295,8,22.25,0.65,135,14.4
0.1,0.49,8,22.25,0.65,135,28.5
0.1,685,8,22.25,0.65,135,39.7
0.1,0.88,8,22.25,0.65,135,48.8
0.1,0.1,8,44.5,0.65,135,0
0.1,295,8,44.5,0.65,135,5.5
0.1,0.49,8,44.5,0.65,135,14.5
0.1,685,8,44.5,0.65,135,29.2
0.1,0.88,8,44.5,0.65,135,37.8
0.1,0.1,8,66.75,0.65,135,0
0.1,295,8,66.75,0.65,135,2.2
0.1,0.49,8,66.75,0.65,135,5.5
0.1,685,8,66.75,0.65,135,11.1
0.1,0.88,8,66.75,0.65,135,18.3
0.1,0.1,8,89,0.65,135,0
0.1,295,8,89,0.65,135,3.8
0.1,0.49,8,89,0.65,135,5.8
0.1,685,8,89,0.65,135,8
0.1,0.88,8,89,0.65,135,11.3
0.1,0.1,8,0,0.65,157.5,4.2
0.1,295,8,0,0.65,157.5,20.6
0.1,0.49,8,0,0.65,157.5,34
0.1,685,8,0,0.65,157.5,47
0.1,0.88,8,0,0.65,157.5,55.2
0.1,0.1,8,22.25,0.65,157.5,0
0.1,295,8,22.25,0.65,157.5,9.1
0.1,0.49,8,22.25,0.65,157.5,22.8
0.1,685,8,22.25,0.65,157.5,35.5
0.1,0.88,8,22.25,0.65,157.5,44.3
0.1,0.1,8,44.5,0.65,157.5,0
0.1,295,8,44.5,0.65,157.5,4.6
0.1,0.49,8,44.5,0.65,157.5,9.6
0.1,685,8,44.5,0.65,157.5,22.8
0.1,0.88,8,44.5,0.65,157.5,34.4
0.1,0.1,8,66.75,0.65,157.5,0
0.1,295,8,66.75,0.65,157.5,1.7
0.1,0.49,8,66.75,0.65,157.5,2.1
0.1,685,8,66.75,0.65,157.5,6.6
0.1,0.88,8,66.75,0.65,157.5,12.7
0.1,0.1,8,89,0.65,157.5,0
0.1,295,8,89,0.65,157.5,4
0.1,0.49,8,89,0.65,157.5,6.2
0.1,685,8,89,0.65,157.5,9
0.1,0.88,8,89,0.65,157.5,12.3
0.1,0.1,8,0,925,0,0.8
0.1,295,8,0,925,0,7
0.1,0.49,8,0,925,0,19.5
0.1,685,8,0,925,0,29.5
0.1,0.88,8,0,925,0,42.4
0.1,0.1,8,22.25,925,0,7.7
0.1,295,8,22.25,925,0,25.5
0.1,0.49,8,22.25,925,0,40.3
0.1,685,8,22.25,925,0,48.9
0.1,0.88,8,22.25,925,0,54.1
0.1,0.1,8,44.5,925,0,11.8
0.1,295,8,44.5,925,0,26
0.1,0.49,8,44.5,925,0,38.2
0.1,685,8,44.5,925,0,44.1
0.1,0.88,8,44.5,925,0,47.7
0.1,0.1,8,66.75,925,0,1.2
0.1,295,8,66.75,925,0,9.3
0.1,0.49,8,66.75,925,0,16.1
0.1,685,8,66.75,925,0,23.1
0.1,0.88,8,66.75,925,0,28.8
0.1,0.1,8,89,925,0,0
0.1,295,8,89,925,0,0
0.1,0.49,8,89,925,0,1.1
0.1,685,8,89,925,0,0
0.1,0.88,8,89,925,0,1.3
0.1,0.1,8,0,925,22.5,0
0.1,295,8,0,925,22.5,11.7
0.1,0.49,8,0,925,22.5,23.2
0.1,685,8,0,925,22.5,36.8
0.1,0.88,8,0,925,22.5,45.4
0.1,0.1,8,22.25,925,22.5,8.2
0.1,295,8,22.25,925,22.5,24.6
0.1,0.49,8,22.25,925,22.5,38.3
0.1,685,8,22.25,925,22.5,47.2
0.1,0.88,8,22.25,925,22.5,52.9
0.1,0.1,8,44.5,925,22.5,9.9
0.1,295,8,44.5,925,22.5,24.5
0.1,0.49,8,44.5,925,22.5,36.2
0.1,685,8,44.5,925,22.5,42.8
0.1,0.88,8,44.5,925,22.5,47.1
0.1,0.1,8,66.75,925,22.5,1.8
0.1,295,8,66.75,925,22.5,9.9
0.1,0.49,8,66.75,925,22.5,17
0.1,685,8,66.75,925,22.5,22.1
0.1,0.88,8,66.75,925,22.5,27.7
0.1,0.1,8,89,925,22.5,0
0.1,295,8,89,925,22.5,0
0.1,0.49,8,89,925,22.5,0
0.1,685,8,89,925,22.5,0
0.1,0.88,8,89,925,22.5,1.3
0.1,0.1,8,0,925,45,4.4
0.1,295,8,0,925,45,18.3
0.1,0.49,8,0,925,45,29.8
0.1,685,8,0,925,45,39.8
0.1,0.88,8,0,925,45,47.3
0.1,0.1,8,22.25,925,45,9.3
0.1,295,8,22.25,925,45,24.6
0.1,0.49,8,22.25,925,45,36.5
0.1,685,8,22.25,925,45,43.3
0.1,0.88,8,22.25,925,45,49.2
0.1,0.1,8,44.5,925,45,8.5
0.1,295,8,44.5,925,45,22.8
0.1,0.49,8,44.5,925,45,31.6
0.1,685,8,44.5,925,45,39.7
0.1,0.88,8,44.5,925,45,45.2
0.1,0.1,8,66.75,925,45,1
0.1,295,8,66.75,925,45,7.7
0.1,0.49,8,66.75,925,45,12.4
0.1,685,8,66.75,925,45,21.9
0.1,0.88,8,66.75,925,45,26.3
0.1,0.1,8,89,925,45,0
0.1,295,8,89,925,45,1.6
0.1,0.49,8,89,925,45,0
0.1,685,8,89,925,45,0
0.1,0.88,8,89,925,45,0.8
0.1,0.1,8,0,925,67.5,7.8
0.1,295,8,0,925,67.5,22.2
0.1,0.49,8,0,925,67.5,33.6
0.1,685,8,0,925,67.5,40.7
