WWR,Tvis,N_aletas,angulo,largura,direcao,UDI
0.1,0.49,1,44.5,375,67.5,52.5
0.1,685,1,44.5,375,67.5,60.4
0.1,0.88,1,44.5,375,67.5,69.1
0.1,0.1,1,66.75,375,67.5,15.7
0.1,295,1,66.75,375,67.5,38.2
0.1,0.49,1,66.75,375,67.5,51.1
0.1,685,1,66.75,375,67.5,59
0.1,0.88,1,66.75,375,67.5,67.4
0.1,0.1,1,89,375,67.5,15
0.1,295,1,89,375,67.5,37.5
0.1,0.49,1,89,375,67.5,51.6
0.1,685,1,89,375,67.5,58.9
0.1,0.88,1,89,375,67.5,68
0.1,0.1,1,0,375,90,16.7
0.1,295,1,0,375,90,39.7
0.1,0.49,1,0,375,90,52.3
0.1,685,1,0,375,90,61.1
0.1,0.88,1,0,375,90,69.2
0.1,0.1,1,22.25,375,90,16
0.1,295,1,22.25,375,90,38.8
0.1,0.49,1,22.25,375,90,51.8
0.1,685,1,22.25,375,90,61
0.1,0.88,1,22.25,375,90,68.9
0.1,0.1,1,44.5,375,90,16
0.1,295,1,44.5,375,90,38.2
0.1,0.49,1,44.5,375,90,50.9
0.1,685,1,44.5,375,90,61.5
0.1,0.88,1,44.5,375,90,68.5
0.1,0.1,1,66.75,375,90,14.9
0.1,295,1,66.75,375,90,37.8
0.1,0.49,1,66.75,375,90,50.4
0.1,685,1,66.75,375,90,59.5
0.1,0.88,1,66.75,375,90,66.8
0.1,0.1,1,89,375,90,15.1
0.1,295,1,89,375,90,37.2
0.1,0.49,1,89,375,90,50.7
0.1,685,1,89,375,90,59.2
0.1,0.88,1,89,375,90,67.1
0.1,0.1,1,0,375,112.5,16
0.1,295,1,0,375,112.5,39.3
0.1,0.49,1,0,375,112.5,51.9
0.1,685,1,0,375,112.5,60.7
0.1,0.88,1,0,375,112.5,69.6
0.1,0.1,1,22.25,375,112.5,15.1
0.1,295,1,22.25,375,112.5,38.8
0.1,0.49,1,22.25,375,112.5,51.8
0.1,685,1,22.25,375,112.5,59.8
0.1,0.88,1,22.25,375,112.5,68.9
0.1,0.1,1,44.5,375,112.5,14.9
0.1,295,1,44.5,375,112.5,37.9
0.1,0.49,1,44.5,375,112.5,51
0.1,685,1,44.5,375,112.5,59.1
0.1,0.88,1,44.5,375,112.5,68.1
0.1,0.1,1,66.75,375,112.5,15.2
0.1,295,1,66.75,375,112.5,36.6
0.1,0.49,1,66.75,375,112.5,51.1
0.1,685,1,66.75,375,112.5,60
0.1,0.88,1,66.75,375,112.5,67.5
0.1,0.1,1,89,375,112.5,14.9
0.1,295,1,89,375,112.5,37.4
0.1,0.49,1,89,375,112.5,50.5
0.1,685,1,89,375,112.5,59
0.1,0.88,1,89,375,112.5,67.7
0.1,0.1,1,0,375,135,15.9
0.1,295,1,0,375,135,39.5
0.1,0.49,1,0,375,135,52.3
0.1,685,1,0,375,135,60.8
0.1,0.88,1,0,375,135,69.1
0.1,0.1,1,22.25,375,135,15
0.1,295,1,22.25,375,135,38.7
0.1,0.49,1,22.25,375,135,51.5
0.1,685,1,22.25,375,135,61
0.1,0.88,1,22.25,375,135,70.4
0.1,0.1,1,44.5,375,135,14.7
0.1,295,1,44.5,375,135,37.7
0.1,0.49,1,44.5,375,135,51
0.1,685,1,44.5,375,135,60
0.1,0.88,1,44.5,375,135,68.8
0.1,0.1,1,66.75,375,135,15
0.1,295,1,66.75,375,135,38
0.1,0.49,1,66.75,375,135,50.5
0.1,685,1,66.75,375,135,58.3
0.1,0.88,1,66.75,375,135,66.4
0.1,0.1,1,89,375,135,15.5
0.1,295,1,89,375,135,37.7
0.1,0.49,1,89,375,135,50.7
0.1,685,1,89,375,135,58.2
0.1,0.88,1,89,375,135,67.9
0.1,0.1,1,0,375,157.5,15.5
0.1,295,1,0,375,157.5,39.3
0.1,0.49,1,0,375,157.5,51.7
0.1,685,1,0,375,157.5,61.6
0.1,0.88,1,0,375,157.5,68.3
0.1,0.1,1,22.25,375,157.5,15.3
0.1,295,1,22.25,375,157.5,38.7
0.1,0.49,1,22.25,375,157.5,51.2
0.1,685,1,22.25,375,157.5,60.5
0.1,0.88,1,22.25,375,157.5,69.4
0.1,0.1,1,44.5,375,157.5,14.9
0.1,295,1,44.5,375,157.5,38
0.1,0.49,1,44.5,375,157.5,51.5
0.1,685,1,44.5,375,157.5,61
0.1,0.88,1,44.5,375,157.5,69.3
0.1,0.1,1,66.75,375,157.5,15
0.1,295,1,66.75,375,157.5,38
0.1,0.49,1,66.75,375,157.5,50.9
0.1,685,1,66.75,375,157.5,60
0.1,0.88,1,66.75,375,157.5,68.5
0.1,0.1,1,89,375,157.5,15
0.1,295,1,89,375,157.5,37.9
0.1,0.49,1,89,375,157.5,51.2
0.1,685,1,89,375,157.5,60
0.1,0.88,1,89,375,157.5,68.8
0.1,0.1,1,0,0.65,0,15.1
0.1,295,1,0,0.65,0,38.9
0.1,0.49,1,0,0.65,0,51.7
0.1,685,1,0,0.65,0,60.1
0.1,0.88,1,0,0.65,0,68
0.1,0.1,1,22.25,0.65,0,16.3
0.1,295,1,22.25,0.65,0,39.3
0.1,0.49,1,22.25,0.65,0,51.4
0.1,685,1,22.25,0.65,0,61.3
0.1,0.88,1,22.25,0.65,0,68.4
0.1,0.1,1,44.5,0.65,0,16
0.1,295,1,44.5,0.65,0,39.2
0.1,0.49,1,44.5,0.65,0,52.5
0.1,685,1,44.5,0.65,0,61.7
0.1,0.88,1,44.5,0.65,0,69.3
0.1,0.1,1,66.75,0.65,0,16.3
0.1,295,1,66.75,0.65,0,40.3
0.1,0.49,1,66.75,0.65,0,52.3
0.1,685,1,66.75,0.65,0,62.6
0.1,0.88,1,66.75,0.65,0,70.8
0.1,0.1,1,89,0.65,0,16.3
0.1,295,1,89,0.65,0,40.4
0.1,0.49,1,89,0.65,0,52.6
0.1,685,1,89,0.65,0,61.1
0.1,0.88,1,89,0.65,0,70.1
0.1,0.1,1,0,0.65,22.5,15
0.1,295,1,0,0.65,22.5,38.4
0.1,0.49,1,0,0.65,22.5,51.3
0.1,685,1,0,0.65,22.5,60
0.1,0.88,1,0,0.65,22.5,68.8
0.1,0.1,1,22.25,0.65,22.5,15.7
0.1,295,1,22.25,0.65,22.5,39.6
0.1,0.49,1,22.25,0.65,22.5,52.5
0.1,685,1,22.25,0.65,22.5,61.3
0.1,0.88,1,22.25,0.65,22.5,70.2
0.1,0.1,1,44.5,0.65,22.5,16
0.1,295,1,44.5,0.65,22.5,39.6
0.1,0.49,1,44.5,0.65,22.5,52.6
0.1,685,1,44.5,0.65,22.5,60.5
0.1,0.88,1,44.5,0.65,22.5,67.3
0.1,0.1,1,66.75,0.65,22.5,14.8
0.1,295,1,66.75,0.65,22.5,37.6
0.1,0.49,1,66.75,0.65,22.5,51
0.1,685,1,66.75,0.65,22.5,59.7
0.1,0.88,1,66.75,0.65,22.5,66.5
0.1,0.1,1,89,0.65,22.5,14.3
0.1,295,1,89,0.65,22.5,36.3
0.1,0.49,1,89,0.65,22.5,50
0.1,685,1,89,0.65,22.5,57.2
0.1,0.88,1,89,0.65,22.5,65.6
0.1,0.1,1,0,0.65,45,15.1
0.1,295,1,0,0.65,45,38.8
0.1,0.49,1,0,0.65,45,51.5
0.1,685,1,0,0.65,45,59.9
0.1,0.88,1,0,0.65,45,68.1
0.1,0.1,1,22.25,0.65,45,16.3
0.1,295,1,22.25,0.65,45,38.6
0.1,0.49,1,22.25,0.65,45,52.4
0.1,685,1,22.25,0.65,45,62.4
0.1,0.88,1,22.25,0.65,45,69.6
0.1,0.1,1,44.5,0.65,45,15.7
0.1,295,1,44.5,0.65,45,39.2
0.1,0.49,1,44.5,0.65,45,52.4
0.1,685,1,44.5,0.65,45,58.8
0.1,0.88,1,44.5,0.65,45,68.7
0.1,0.1,1,66.75,0.65,45,15.1
0.1,295,1,66.75,0.65,45,37.5
0.1,0.49,1,66.75,0.65,45,51.3
0.1,685,1,66.75,0.65,45,57.6
0.1,0.88,1,66.75,0.65,45,65.8
0.1,0.1,1,89,0.65,45,14.2
0.1,295,1,89,0.65,45,35.8
0.1,0.49,1,89,0.65,45,49.5
0.1,685,1,89,0.65,45,57.2
0.1,0.88,1,89,0.65,45,65.4
0.1,0.1,1,0,0.65,67.5,15
0.1,295,1,0,0.65,67.5,39.1
0.1,0.49,1,0,0.65,67.5,51.7
0.1,685,1,0,0.65,67.5,59.9
0.1,0.88,1,0,0.65,67.5,68.9
0.1,0.1,1,22.25,0.65,67.5,15.6
0.1,295,1,22.25,0.65,67.5,39
0.1,0.49,1,22.25,0.65,67.5,52.4
0.1,685,1,22.25,0.65,67.5,60.3
0.1,0.88,1,22.25,0.65,67.5,69.2
0.1,0.1,1,44.5,0.65,67.5,15.4
0.1,295,1,44.5,0.65,67.5,37.6
0.1,0.49,1,44.5,0.65,67.5,51.6
0.1,685,1,44.5,0.65,67.5,59.9
0.1,0.88,1,44.5,0.65,67.5,67.6
0.1,0.1,1,66.75,0.65,67.5,14.5
0.1,295,1,66.75,0.65,67.5,36.9
0.1,0.49,1,66.75,0.65,67.5,50.5
0.1,685,1,66.75,0.65,67.5,58.8
0.1,0.88,1,66.75,0.65,67.5,66.5
0.1,0.1,1,89,0.65,67.5,13.6
0.1,295,1,89,0.65,67.5,35.7
0.1,0.49,1,89,0.65,67.5,49.1
0.1,685,1,89,0.65,67.5,57.3
0.1,0.88,1,89,0.65,67.5,63.6
0.1,0.1,1,0,0.65,90,15.3
0.1,295,1,0,0.65,90,38.4
0.1,0.49,1,0,0.65,90,51.8
0.1,685,1,0,0.65,90,60
0.1,0.88,1,0,0.65,90,71
0.1,0.1,1,22.25,0.65,90,15.4
0.1,295,1,22.25,0.65,90,38.3
0.1,0.49,1,22.25,0.65,90,51.8
0.1,685,1,22.25,0.65,90,59.5
0.1,0.88,1,22.25,0.65,90,67.7
0.1,0.1,1,44.5,0.65,90,14.8
0.1,295,1,44.5,0.65,90,37.2
0.1,0.49,1,44.5,0.65,90,50.5
0.1,685,1,44.5,0.65,90,56.7
0.1,0.88,1,44.5,0.65,90,68.4
0.1,0.1,1,66.75,0.65,90,14.1
0.1,295,1,66.75,0.65,90,36.3
0.1,0.49,1,66.75,0.65,90,49.5
0.1,685,1,66.75,0.65,90,57.5
0.1,0.88,1,66.75,0.65,90,64.5
0.1,0.1,1,89,0.65,90,14.5
0.1,295,1,89,0.65,90,35.2
0.1,0.49,1,89,0.65,90,47.2
0.1,685,1,89,0.65,90,56.5
0.1,0.88,1,89,0.65,90,65.4
0.1,0.1,1,0,0.65,112.5,15.1
0.1,295,1,0,0.65,112.5,38.4
0.1,0.49,1,0,0.65,112.5,51.4
0.1,685,1,0,0.65,112.5,60.3
0.1,0.88,1,0,0.65,112.5,68.4
0.1,0.1,1,22.25,0.65,112.5,15.4
0.1,295,1,22.25,0.65,112.5,37.6
0.1,0.49,1,22.25,0.65,112.5,51.1
0.1,685,1,22.25,0.65,112.5,59.6
0.1,0.88,1,22.25,0.65,112.5,66.8
0.1,0.1,1,44.5,0.65,112.5,14
0.1,295,1,44.5,0.65,112.5,36.4
0.1,0.49,1,44.5,0.65,112.5,50.6
0.1,685,1,44.5,0.65,112.5,58.9
0.1,0.88,1,44.5,0.65,112.5,67.7
0.1,0.1,1,66.75,0.65,112.5,14.7
0.1,295,1,66.75,0.65,112.5,35.8
0.1,0.49,1,66.75,0.65,112.5,48.8
0.1,685,1,66.75,0.65,112.5,57.7
0.1,0.88,1,66.75,0.65,112.5,65.5
0.1,0.1,1,89,0.65,112.5,14.2
0.1,295,1,89,0.65,112.5,35.2
0.1,0.49,1,89,0.65,112.5,47.8
0.1,685,1,89,0.65,112.5,56.1
0.1,0.88,1,89,0.65,112.5,64.9
0.1,0.1,1,0,0.65,135,15.8
0.1,295,1,0,0.65,135,39
0.1,0.49,1,0,0.65,135,52
0.1,685,1,0,0.65,135,60.7
0.1,0.88,1,0,0.65,135,68.1
0.1,0.1,1,22.25,0.65,135,14.3
0.1,295,1,22.25,0.65,135,37.8
0.1,0.49,1,22.25,0.65,135,51
0.1,685,1,22.25,0.65,135,59.2
0.1,0.88,1,22.25,0.65,135,67
0.1,0.1,1,44.5,0.65,135,14.1
0.1,295,1,44.5,0.65,135,37.1
0.1,0.49,1,44.5,0.65,135,50.8
0.1,685,1,44.5,0.65,135,58.3
0.1,0.88,1,44.5,0.65,135,66.2
0.1,0.1,1,66.75,0.65,135,13.5
0.1,295,1,66.75,0.65,135,36.2
0.1,0.49,1,66.75,0.65,135,49.5
0.1,685,1,66.75,0.65,135,56.8
0.1,0.88,1,66.75,0.65,135,65
0.1,0.1,1,89,0.65,135,14
0.1,295,1,89,0.65,135,36.2
0.1,0.49,1,89,0.65,135,48.8
0.1,685,1,89,0.65,135,56.8
0.1,0.88,1,89,0.65,135,65.2
0.1,0.1,1,0,0.65,157.5,14.8
0.1,295,1,0,0.65,157.5,38.8
0.1,0.49,1,0,0.65,157.5,52.1
0.1,685,1,0,0.65,157.5,61.3
0.1,0.88,1,0,0.65,157.5,69.5
0.1,0.1,1,22.25,0.65,157.5,14.1
0.1,295,1,22.25,0.65,157.5,37.5
0.1,0.49,1,22.25,0.65,157.5,51.6
0.1,685,1,22.25,0.65,157.5,60.4
0.1,0.88,1,22.25,0.65,157.5,67.8
0.1,0.1,1,44.5,0.65,157.5,13.6
0.1,295,1,44.5,0.65,157.5,36.7
0.1,0.49,1,44.5,0.65,157.5,50.5
0.1,685,1,44.5,0.65,157.5,57.7
0.1,0.88,1,44.5,0.65,157.5,67
0.1,0.1,1,66.75,0.65,157.5,14.3
0.1,295,1,66.75,0.65,157.5,36
0.1,0.49,1,66.75,0.65,157.5,49.5
0.1,685,1,66.75,0.65,157.5,58.1
0.1,0.88,1,66.75,0.65,157.5,66.6
0.1,0.1,1,89,0.65,157.5,14.1
0.1,295,1,89,0.65,157.5,36.3
0.1,0.49,1,89,0.65,157.5,49.1
0.1,685,1,89,0.65,157.5,57.5
0.1,0.88,1,89,0.65,157.5,65.7
0.1,0.1,1,0,925,0,14.1
0.1,295,1,0,925,0,37.5
0.1,0.49,1,0,925,0,51
0.1,685,1,0,925,0,59.5
0.1,0.88,1,0,925,0,69.5
0.1,0.1,1,22.25,925,0,16.1
0.1,295,1,22.25,925,0,39.6
0.1,0.49,1,22.25,925,0,52.1
0.1,685,1,22.25,925,0,60.8
0.1,0.88,1,22.25,925,0,68.1
0.1,0.1,1,44.5,925,0,15.9
0.1,295,1,44.5,925,0,40
0.1,0.49,1,44.5,925,0,52.1
0.1,685,1,44.5,925,0,59.7
0.1,0.88,1,44.5,925,0,69.6
0.1,0.1,1,66.75,925,0,16.4
0.1,295,1,66.75,925,0,40.2
0.1,0.49,1,66.75,925,0,52.5
0.1,685,1,66.75,925,0,62
